names,scores,logfoldchanges,pvals,pvals_adj,drug
ENSG00000135218,13.931934,6.8860817,4.052275847152361e-44,1.7448721432128322e-43,"ritonavir, gemcitabine, cispla"
ENSG00000168685,13.909292,6.150748,5.562721388955004e-44,2.391862739657819e-43,"ritonavir, gemcitabine, cispla"
ENSG00000084070,13.4207945,4.7108936,4.567924801460353e-41,1.916966732920541e-40,"ritonavir, gemcitabine, cispla"
ENSG00000136167,13.325716,6.9963603,1.6405135921109965e-40,6.8441169328254345e-40,"ritonavir, gemcitabine, cispla"
ENSG00000087074,13.051167,4.382522,6.258191644683772e-39,2.5757951507976056e-38,"ritonavir, gemcitabine, cispla"
ENSG00000206503,12.997472,2.6327255,1.2645550166388683e-38,5.192591673292158e-38,"ritonavir, gemcitabine, cispla"
ENSG00000105610,12.698929,11.114355,5.994427656535662e-37,2.43244956971819e-36,"ritonavir, gemcitabine, cispla"
ENSG00000029534,12.4359865,4.969068,1.6667043440966087e-35,6.662028569459784e-35,"ritonavir, gemcitabine, cispla"
ENSG00000121966,12.403013,9.641074,2.516791454125352e-35,1.0041901657545083e-34,"ritonavir, gemcitabine, cispla"
ENSG00000168280,12.275775,6.163056,1.2221616806912126e-34,4.84683860255591e-34,"ritonavir, gemcitabine, cispla"
ENSG00000211751,11.980254,30.04797,4.5093913990360595e-33,1.763818650785098e-32,"ritonavir, gemcitabine, cispla"
ENSG00000130830,11.897011,4.7941103,1.226630502617846e-32,4.78219748031348e-32,"ritonavir, gemcitabine, cispla"
ENSG00000113263,11.8864565,8.717039,1.3918668477910203e-32,5.423229118222265e-32,"ritonavir, gemcitabine, cispla"
ENSG00000206177,11.457514,12.4624605,2.1561516648197694e-30,8.23868068036192e-30,"ritonavir, gemcitabine, cispla"
ENSG00000136929,11.433843,11.98344,2.8328858950886443e-30,1.0812116399773622e-29,"ritonavir, gemcitabine, cispla"
ENSG00000137193,11.383721,4.8812647,5.040234274934149e-30,1.9192899403684007e-29,"ritonavir, gemcitabine, cispla"
ENSG00000075624,11.096303,0.045347728,1.3074023288785088e-28,4.903566497033886e-28,"ritonavir, gemcitabine, cispla"
